Branch ID	Route Name 	Starting Point	Ending Point	Sign	Notes	Division(s)	Long Description
300_0_ba300B	300 Bloor-Danforth 	Bathurst Station	Kennedy Station	300B Kennedy Stn	bypass Kipling Stn	Birchmount, Mount Dennis, Queensway	When the subway has closed.
300_0_EMKP	300 Bloor-Danforth 	The East Mall	Kipling Station	300S Kipling Stn	Last Trip	Eglinton, Queensway	Last trip when the subway has opened.
300_0_kp300	300 Bloor-Danforth 	Kipling Station	Coxwell Station	300S Coxwell Stn	N/A	Mount Dennis, Queensway	This branch operates when the subway is about to open.
300_0_kp300ps	300 Bloor-Danforth	Kipling Station	Pape Station	300S Pape Stn	N/A	Queensway	This branch operates when the subway is about to open.
300_0_LSPS	300 Bloor-Danforth	Lansdowne Station	Pape Station	300S Pape Stn	N/A	Eglinton	This branch is usually done by runs from 25 Don Mills. Buses that ended at Lansdowne station do this run and head back to Pape station.
300_0_MSDD	300 Bloor-Danforth 	Main Street Station	Warden Avenue/Danforth Road	300A Warden	N/A	Birchmount, Queensway	When the subway has closed.
300_0_MSKE	300 Bloor-Danforth 	Main Street Station	Kennedy Station	300B Kennedy Stn	N/A	Birchmount	When the subway has opened. Used on Saturdays.
300_0_T3KP	300 Bloor-Danforth	Pearson Airport (Terminal 3)	Kipling Station	300S Kipling Stn	N/A	Queensway	This branch operates to Kipling Stn
300_1_300A	300 Bloor-Danforth 	Warden Avenue	Pearson Airport (Terminal 3)	300A Pearson Airport	bypass Kipling Stn	Birchmount, Eglinton, Mount Dennis, Queensway	This is the standard branch for 300A.
300_1_300A*	300 Bloor-Danforth 	Warden Avenue	Pearson Airport (Terminal 3)	300A Pearson Airport	via Kipling Stn	Birchmount, Queensway	While Kipling stn is still open, this branch runs to enter Kipling stn.
300_1_300Akp	300 Bloor-Danforth 	Warden Avenue	Kipling Station	300S Kipling Stn	N/A	Queensway	This branch operates when the subway is about to open on Sundays.
300_1_300B	300 Bloor-Danforth 	Kennedy Station	The West Mall	300B West Mall	bypass Kipling Stn	Birchmount, Eglinton, Malvern, Queensway	This is the standard branch for 300B.
300_1_300B*	300 Bloor-Danforth 	Kennedy Station	The West Mall	300B West Mall	via Kipling Stn	Queensway, Birchmount	While Kipling stn is still open, this branch runs to enter Kipling stn.
300_1_300ba	300 Bloor-Danforth	Bathurst Station	Pearson Airport (Terminal 3)	300A Pearson Airport	via Kipling Stn	Mount Dennis	
300_1_300baB	300 Bloor-Danforth	Kennedy Station	Bathurst Station	300S Bathurst Stn	N/A	Wilson, Mount Dennis	When the subway has opened. Used on Sunday mornings
300_1_300bsB	300 Bloor-Danforth	Kennedy Station	Broadview Station	300S Broadview Stn	N/A	Birchmount, Eglinton, Queensway	When the subway has opened. Used on Sunday mornings
300_1_300Bkp	300 Bloor-Danforth 	Kennedy Station	Kipling Station	300S Kipling Stn	N/A	Birchmount, Mount Dennis, Queensway	This branch operates when the subway is about to open.
300_1_300la	300 Bloor-Danforth 	Warden Avenue	Lansdowne Station	300S Lansdowne Stn	N/A	Eglinton	Run by buses from route 25, this branch runs when the subway begins to open. After this branch, vehicles return to pape station
300_1_300kp	300 Bloor-Danforth 	Warden Avenue	Kipling Station	300S Kipling Stn	N/A	Birchmount, Queensway	This branch operates when the subway has closed.
300_1_bs300	300 Bloor-Danforth 	Broadview Station	West Mall	300B West Mall	N/A	Eglinton, Mount Dennis, Queensway	This branch operates when the subway has closed.
300_1_bs300*	300 Bloor-Danforth 	Broadview Station	The East Mall/Bloor St West	300B West Mall via Kipling Stn	N/A	Mount Dennis, Queensway	This branch operates starting from Broadview as trips starting earlier are impossible for passengers to board.
300_1_BSKP	300 Bloor-Danforth 	Broadview Station	Kipling Station	300S Kipling Stn	N/A	Queensway	This branch operates when the subway has opened.
300_1_CSDW	300 Bloor-Danforth	Coxwell Station	Dundas West Station	300S Dundas West Stn	N/A	Queensway	This branch operates when the subway has opened.
300_1_CSJN	300 Bloor-Danforth	Coxwell Station	Jane Station	300S Jane Stn	N/A	Mount Dennis, Queensway	This branch operates when the subway is about to open.
300_1_KPEM	300 Bloor-Danforth 	Kipling Station	The West Mall	300B West Mall	N/A	Queensway	This branch operates when the subway is about to open.
300_1_KPEM*	300 Bloor-Danforth	Kipling Station	The West Mall	300B West Mall	N/A	Birchmount	This branch operates when the subway is about to open.
300_1_KEPS	300 Bloor-Danforth 	Kennedy Station	Pape Station	300S Pape Stn	N/A	Birchmount	For routes that end at Kipling stn and go onto 300, this is branch is often the first trip. 
300_1_PSJN	300 Bloor-Danforth	Pape Station	Jane Station	300S Jane Stn	N/A	Queensway	This branch operates when the subway is about to open. Monday-Saturday.
300_1_T1T3	300 Bloor-Danforth 	Pearson Airport (Terminal 1)	Pearson Airport (Terminal 3)	Various	Sign based on next trip	Birchmount, Eglinton, Queensway	All runs that start at the airport have this branch to ensure all passengers at the airport are able to board the bus.
301_0_301	301 Queen	Neville Park Loop	Long Branch Loop	301 Long Branch	N/A	TTC Streetcar (Leslie, Russell)	
301_0_301Bbus	301 Queen	Queen Street	Long Branch Loop	301 Long Branch	N/A	Wilson	
301_0_301Rbus	301 Queen	Neville Park Loop	River Street	301 River Street	N/A	Mount Dennis, Wilson	
301_0_LOCQ	301 Queen	Long Branch Loop	Connaught/Queen	301S Connaught 	Last trip	TTC Streetcar (Leslie, Russell)	
301_0_LORQ	301 Queen	Long Branch Loop	Roncesvalles/Queen Street	301S Short Turn	N/A	TTC Streetcar (Leslie, Russell)	
301_0_LOLQ	301 Queen	Long Branch Loop	Leslie Street/Queen Street East	301S Queen	N/A	TTC Streetcar (Leslie, Russell)	
301_0_CQRQ	301 Queen	Connaught & Queen	Roncesvalles/Queen Street	301S Queen	N/A	TTC Streetcar (Leslie, Russell)	
301_1_301	301 Queen	Long Branch Loop	Neville Park Loop	301 Neville Park	N/A	TTC Streetcar (Leslie, Russell)	
301_1_301Bbus	301 Queen	Long Branch Loop	Queen Street	301 Queen	N/A	Wilson	
301_1_301Rbus	301 Queen	River Street	Neville Park Loop	301 Neville Park	N/A	Birchmount, Mount Dennis, Wilson	
301_1_br301bus	301 Queen	Broadview Station	Broadview/Queen Street West	301 Queen	N/A	Wilson	
301_1_CQBRbus	301 Queen	Connaught/Queen	Broadview/Queen Street West	301 Queen	N/A	Wilson	
301_1_NECQ	301 Queen	Neville Park Loop	Connaught & Queen	301S Connaught 	Last Trip 	TTC Streetcar (Leslie, Russell)	
301_1_NELQ	301 Queen	Neville Park Loop	Leslie Street/Queen Street East	301S Leslie	Last trip	TTC Streetcar (Leslie, Russell)	
302_0_302	302 Kingston Rd-McCowan	Steeles/McCowan Loop	Bingham Loop	302 Kingston Rd and Victoria Park	N/A	Birchmount, Malvern	
302_1_302	302 Kingston Rd-McCowan	Bingham Loop	Steeles/McCowan Loop	302 Steeles	N/A	Birchmount, Malvern	This trip runs from Bingham Loop to Danforth to ensure passenger connections.
302_0_BIDA	302 Kingston Rd-McCowan	Bingham Loop	Danforth Avenue	302S Short Turn	Final trip	Birchmount, Malvern	
304_0_304	304 King	Dundas West Station	Broadview Station	304 Broadview Stn	N/A	TTC Streetcar (Russell/Leslie)	
304_1_304	304 King	Broadview Station	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Russell/Leslie)	
304_0_304am	304 King	Broadview Station	Dundas West Station	304 Dundas West Stn	Sunday trips	TTC Streetcar (Russell/Leslie)	
304_1_304am	304 King	Dundas West Station	Broadview Station	304 Broadview Stn	Sunday trips	TTC Streetcar (Russell/Leslie)	
304_1_BSBR	304 King	Broadview Station	Broadview/Queen	304S Queen	Final Trip	TTC Streetcar (Russell/Leslie)	
304_0_304br	304 King	Dundas West Station	Broadview/Queen	304S Queen	Final Trip	TTC Streetcar (Russell/Leslie)	
304_1_br304	304 King	Broadview/Queen	Dundas West Station	304 Dundas West Stn	First trip that starts with Blue night service	TTC Streetcar (Russell/Leslie)	
304_0_304le	304 King	Broadview Station	Dundas West Station	304 Dundas West Stn	First Blue Night trip (Only trip that boards in the station)	TTC Streetcar (Russell/Leslie)	
304_1_304le	304 King	Dundas West Station	Broadview Station	304 Broadview Stn	First Blue Night trip (Only trip that boards in the station)	TTC Streetcar (Russell/Leslie)	
304_0_BRBS	304 King	Broadview/Queen	Broadview Station	304 Broadview Stn	First Trip	TTC Streetcar (Russell/Leslie)	
304_0_DWRQ	304 King	Dundas West Station	Roncesvalles/Queen Street 	304S Queen	N/A	TTC Streetcar (Russell/Leslie)	
304_1_304rq	304 King	Roncesvalles/Queen Street	Dundas West Station	304 Dundas West Stn	N/A	TTC Streetcar (Russell/Leslie)	
306_0_306	306 Carlton 	Dundas West Station	Main Street Station	306 Main Street Stn	N/A	TTC Streetcar (Russell/Leslie)	
306_1_306	306 Carlton	Main Street Station	Dundas West Station	306 Dundas West Stn	N/A	TTC Streetcar (Russell/Leslie)	
306_1_MSCX	306 Carlton	Main Street Station	Coxwell/Queen	306 Coxwell and Queen	Last trip	TTC Streetcar (Russell/Leslie)	
306_0_306cx	306 Carlton	Dundas West Stn	Coxwell/Queen	306 Coxwell and Queen	Last trip	TTC Streetcar (Russell/Leslie)	
307_0_307	307 Bathurst	Greenwin Village/Bathurst (Steeles)	Exhibition Loop	307 Exhibition	N/A	Wilson	
307_0_VLBL	307 Bathurst	Greenwin Village/Bathurst (Steeles)	Bloor Street West/Bathurst Street	307S Short Turn	N/A	Wilson	
307_1_307	307 Bathurst	Exhibition Loop	Greenwin Village/Bathurst (Steeles)	307 Steeles	N/A	Wilson	
307_1_EXBL	307 Bathurst	Exhibition Loop	Bloor Street West/Bathurst Street	307S Short Turn	N/A	Wilson	
307_1_BWVL	307 Bathurst	Bathurst/Wilson	Greenwin Village/Bathurst (Steeles)	307 Steeles	First trip	Wilson	
310_0_310	310 Spadina	Spadina Station	Union Station	310 Spadina Stn	N/A	TTC Streetcar (Leslie)	
310_0_SPCH	310 Spadina	Spadina Station	King/Spadina	310S King	Last trip	TTC Streetcar (Leslie)	CH stands for carhouse.
310_1_310	310 Spadina	Union Station	Spadina Station	310 Union Stn	N/A	TTC Streetcar (Leslie)	
310_1_USCH	310 Spadina	Union Station	King/Spadina	310S King	Last trip	TTC Streetcar (Leslie)	CH stands for carhouse.
312_0_312	312 St Clair-Junction	Yonge Street (St Clair Stn)	Edna Avenue (Dundas West Stn)	312 Jane and Dundas West Stn	N/A	Mount Dennis	
312_1_312	312 St Clair-Junction	Edna Avenue (Dundas West Stn)	Yonge Street (St Clair Stn)	312 St Clair Stn	N/A	Mount Dennis	
315_0_315	315 Evans-Brown's Line	Royal York Station	Long Branch Loop	315 Long Branch via Sherway	N/A	Queensway	
315_1_315	315 Evans-Brown's Line	Long Branch Loop	Islington Station	315 Royal York Stn and Islington Stn	N/A	Queensway	
315_0_315con	315 Evans-Brown's Line	Royal York Station	Long Branch Loop	315 Long Branch via Sherway	N/A	Queensway	
315_1_315con	315 Evans-Brown's Line	Long Branch Loop	Islington Station	315 Royal York Stn and Islington Stn	N/A	Queensway	
320_0_320	320 Yonge	Yonge/Steeles Loop	Queen's Quay	320 Queens Quay	N/A	Birchmount, Eglinton, Malvern, Mount Dennis, Wilson	The standard branch for 320.
320_0_320A	320 Yonge	York Mills/Yonge Street	Queen's Quay	320 Queens Quay	N/A	Eglinton, Mount Dennis, Wilson	This branch starts at York Mills Stn. 320A originally used to be a branch, and is now internal.
320_0_SYFS	320 Yonge	Yonge/Steeles Loop	Finch Station	320 Finch Stn	N/A	Wilson	This branch ends at Finch Stn, likely when the subway is about to open.
320_0_SYYE	320 Yonge	Yonge/Steeles Loop	Yonge Street/Eglinton Ave East	320S Short Turn	Final Trip 	Wilson	
320_0_YEQQ	320 Yonge	2190 Yonge Street (Eglinton Stn)	Queen's Quay	320 Queens Quay	N/A	Eglinton, Mount Dennis, Malvern, Wilson	This branch starts at 2190 Yonge Street (Eglinton) for routes that are near the area.
320_1_320	320 Yonge	Queen's Quay	Yonge/Steeles Loop	320 Steeles	N/A	Birchmount, Eglinton, Malvern, Mount Dennis, Wilson	The standard branch for 320.
320_1_320*fs	320 Yonge	Queen's Quay	Yonge/Steeles Loop	320 Steeles 	via Finch Stn	Wilson	This branch enters via Finch Stn, when Finch Station has opened.
320_1_DVSY	320 Yonge	Davisville Station	Yonge/Steeles Loop	320 Steeles	First Trip	Wilson	This branch starts at Davisville stn for routes that were from the area.
320_1_QQDV	320 Yonge	Queen's Quay	Davisville Station	320S Davisville Stn	N/A	Eglinton, Wilson	This branch runs when the subway is about to open. Usually interlined with routes at Eglinton Stn. Oddly duplicated with `320_1_QQES`
320_1_QQES	320 Yonge 	Queen's Quay	Eglinton Station	320S Eglinton Stn	N/A	Eglinton, Wilson	This branch runs when the subway is about to open.
320_1_QQYE	320 Yonge 	Queen's Quay	Yonge Street/Eglinton Ave East	320S Eglinton Stn	N/A	Eglinton, Mount Dennis, Wilson	This branch runs when the subway is about to open. It is oddly duplicated with `320_1_QQYE` as it is likely vehicles enter Eglinton Stn instead of on street.
320_1_QQYM	320 Yonge 	Queen's Quay	York Mills/Yonge Street	320A York Mills Stn	First Trip	Malvern	
320_1_YESY	320 Yonge	Yonge Street/Eglinton Ave East	Steeles/Yonge Loop	320 Steeles	N/A	Eglinton	This branch runs when the subway has closed.
320_1_YEYK	320 Yonge	Yonge Street/Eglinton Ave East	York Mills/Yonge Street	320A York Mills Stn	N/A	Eglinton, Wilson	This branch is for Old Eglinton division trips. It is likely the TTC forgot to remove this.
322_0_322	322 Coxwell	Erindale Ave (Broadview Stn)	Bingham Loop	322 Victoria Park and Kingston Rd	N/A	Birchmount	
322_0_322con	322 Coxwell	Erindale Ave (Broadview Stn)	Bingham Loop	322 Victoria Park and Kingston	N/A	Birchmount	
322_0_BIWD	322 Coxwell	Bingham Loop	Warden Avenue	322S Warden	Final trip	Birchmount	
322_0_BSDC	322 Coxwell	Erindale Ave (Broadview Stn)	Danforth/Coxwell	322S Coxwell & Danforth	N/A	Birchmount	
322_1_322	322 Coxwell	Bingham Loop	Erindale Ave (Broadview Stn)	322 Broadview Stn via Cosburn	N/A	Birchmount	
322_1_322con	322 Coxwell	Bingham Loop	Erindale Ave (Broadview Stn)	322 Broadview Stn via Cosburn	N/A	Birchmount	
322_1_BIDC	322 Coxwell	Bingham Loop	Danforth/Coxwell	322S Coxwell & Danforth	N/A	Birchmount	
322_1_BIDCcon	322 Coxwell	Bingham Loop	Danforth/Coxwell	322S Coxwell & Danforth	N/A	Birchmount	
324_0_324	324 Victoria Park	Warden/Steeles Loop	Bingham Loop	324S Danforth	bypasses Victoria Park Stn	Birchmount	Standard branch for 324
324_1_324	324 Victoria Park	Bingham Loop	Warden/Steeles Loop	324 Steeles via Sheppard and Warden	via Victoria Park Stn	Birchmount	This branch runs while Victoria Park Stn is still open
324_0_324da	324 Victoria Park	Warden/Steeles Loop	Danforth/Victoria Park	324S Danforth	First Trip	Birchmount	
324_1_324v	324 Victoria Park	Bingham Loop	Warden/Steeles Loop	324 Steeles via Sheppard and Warden	bypasses Victoria Park Stn	Birchmount	This branch runs while Victoria Park Stn is closed.
324_1_BIDA	324 Victoria Park	Bingham Loop	Danforth/Victoria Park	324S Danforth	Last trip as 324	Birchmount	After arriving at Danforth, the vehicle becomes a 24 to Steeles/Victoria Park, instead of Warden.
325_0_325	325 Don Mills	Eastern Avenue	Freshmeadow/Don Mills (Steeles)	325 Steeles	bypassing Don Mills Stn/Pape Stn	Eglinton	
325_1_325	325 Don Mills	Freshmeadow/Don Mills (Steeles)	Eastern Avenue	325 Eastern	bypassing Don Mills Stn/Pape Stn	Eglinton	
325_0_325ps	325 Don Mills	Eastern Avenue	Freshmeadow/Don Mills (Steeles)	325S Danforth	bypassing Don Mills Stn/Pape Stn	Eglinton	
325_1_325ps	325 Don Mills	Freshmeadow/Don Mills (Steeles)	Danforth Ave (Pape Stn)	325S Danforth	N/A	Eglinton	
329_0_329	329 Dufferin	Steeles Avenue West	Exhibition Loop	329 Exhibition	N/A	Mount Dennis	
329_1_329	329 Dufferin	Exhibition Loop	Steeles Avenue West	329 Steeles	bypass Dufferin Loop/Wilson Stn	Mount Dennis	
329_1_exwl329	329 Dufferin	Exhibition Loop (Dufferin Gate)	Steeles Avenue West	329 Steeles	bypass Wilson Stn	Mount Dennis	
329_1_329old	329 Dufferin	Exhibiton Loop	Wilson Station	329S Wilson Stn	N/A	Mount Dennis	
332_0_332	332 Eglinton West	Pearson Airport (Terminal 3)	Duplex Avenue (Eglinton Stn)	332 Eglinton Stn	bypasses Eglinton West Stn	Mount Dennis	
332_1_332	332 Eglinton West	Duplex Avenue (Eglinton Stn)	Pearson Airport (Terminal 3)	332 Pearson Airport	bypasses Eglinton West Stn	Mount Dennis	
332_1_332Con	332 Eglinton West	Duplex Avenue (Eglinton Stn)	Pearson Airport (Terminal 3)	332 Pearson Airport	bypasses Eglinton West Stn	Mount Dennis	
332_1_332con	332 Eglinton West	Duplex Avenue (Eglinton Stn)	Pearson Airport (Terminal 3)	332 Pearson Airport	bypasses Eglinton West Stn	Mount Dennis	
332_0_sk332	332 Eglinton West	Renforth Station	Duplex Avenue (Eglinton Stn)	332 Eglinton Stn	bypasses Eglinton West Stn	Mount Dennis	This branch starts at Renforth Stn instead of Pearson Airport. It only runs immediately after a 32 Eglinton West trip to Renforth.
334_0_334	334 Eglinton East	Eglinton Ave East/Duplex Avenue (Eglinton Stn)	Finch Avenue East	334 Finch/Neilson via Morningside	bypasses Kennedy Stn	Eglinton	
334_0_334*	334 Eglinton East	Eglinton Ave East/Duplex Avenue (Eglinton Stn)	Finch Avenue East	334 Finch/Neilson via Morningside	via Kennedy Stn	Eglinton	
334_0_334ke	334 Eglinton East	Eglinton Ave East/Duplex Avenue (Eglinton Stn)	Kennedy Station	334S Kennedy Stn	Final trip as 334	Eglinton	
334_0_FDNW	334 Eglinton East	Finch Ave East/Finchdene Square	Newgale/Finchdene	334 Eglinton Stn	First trip	Eglinton	
334_1_334	334 Eglinton East	Finch Ave East/Finchdene Square	Eglinton Ave East/Duplex Avenue (Eglinton Stn)	334 Eglinton Stn	bypasses Kennedy Stn	Eglinton	
334_1_334*	334 Eglinton East	Finch Ave East/Finchdene Square	Eglinton Ave East/Duplex Avenue (Eglinton Stn)	334 Eglinton Stn	via Kennedy Stn	Eglinton	
334_1_NWFD	334 Eglinton East	Finchdene Square/Newgale	Finch Ave East/Finchdene Square	334 Finch/Neilson via Morningside	Last trip as 334	Eglinton	Some runs may continue as 34
335_0_335	335 Jane	York University	Jane Station	335 Jane Stn	N/A	Arrow Rd	
335_1_335	335 Jane	Jane Street (Jane Stn)	York University	335 York University	N/A	Arrow Rd	
336_0_336	336 Finch West	Humberwood Loop	Yonge St/Finch Ave West	336 Finch Stn	bypasses Finch Stn	Arrow Rd, Malvern	
336_1_336	336 Finch West	Yonge St/Finch Ave West	Humberwood Loop	336S Short Turn	bypasses Finch Stn	Arrow Rd, Malvern	
336_0_336fs	336 Finch West	Woodbine Racetrack	Finch Station	336 Finch Stn	then operates on 36	Arrow Rd	
336_1_336fs	336 Finch West	Finch Station	Woodbine Racetrack	336 Woodbine Racetrack	N/A	Arrow Rd	
337_0_337	337 Islington	Kipling/Steeles Loop	Lake Shore Blvd	337 Lake Shore	N/A	Queensway	
337_0_SLST	337 Islington	Kipling/Steeles Loop	Islington/Steeles Loop	37B Steeles	last trip as 337	Queensway	
337_1_337	337 Islington	Lake Shore Blvd	Kipling/Steeles Loop	337 Steeles	N/A	Queensway	
337_1_337ISTN	337 Islington	Islington Station	Islington/Steeles Loop	337 Steeles	first trip	Queensway	
337_1_LAIS	337 Islington	Lake Shore Blvd	Islington Station	337S Islington Stn	final trip as 337	Queensway	
339_0_339	339 Finch East	Yonge St/Finch Ave East	Finchdene Square	339 Markham Rd	N/A	Arrow Rd, Malvern	
339_1_339	339 Finch East	Finchdene Square	Yonge St/Finch Ave East	339 Finch Stn	N/A	Arrow Rd, Malvern	
339_0_fs339	339 Finch East	Finch Station	Finchdene Square	339 Markham Rd	First Blue Night Trip	Malvern	
339_1_ne339	339 Finch East	Neilson/Crow Trail	Yonge St/Finch Ave East	339 Finch Stn	First Blue Night Trip	Malvern	
339_1_NWTA	339 Finch East	Finchdene Square	Tapscott Road/Finch Ave East	339S Short Turn	N/A	Malvern	
341_0_341	341 Keele	York University	Bloor St West/Keele St (Keele Stn)	341 Keele Stn	N/A	Mount Dennis	
341_1_341	341 Keele	Bloor St West/Keele St (Keele Stn)	York University	341 York University and Steeles	N/A	Mount Dennis	
343_0_343	343 Kennedy	Steeles/Kennedy	Kennedy Station	343 Kennedy Stn	N/A	Eglinton	
343_0_MIPA	343 Kennedy	Midland Avenue/Steeles Ave East (South Side)	Kennedy/Passmore	343S Kennedy	last trip	Eglinton	
343_1_343	343 Kennedy	Eglinton Ave East/Kennedy Rd	Steeles/Kennedy	343 Steeles	N/A	Eglinton	
343_1_PAMI	343 Kennedy	Kennedy/Passmore	Midland Avenue/Steeles Ave East (South Side)	343 Kennedy Stn	First trip	Eglinton	
352_0_352	352 Lawrence West	Pearson Airport (Terminal 3)	Sunnybrook Hospital	352 Sunnybrook Hospital 	bypass Lawrence West Stn and Lawrence Stn	Wilson	
352_0_LWSU	352 Lawrence West	Lawrence Ave West/Lorindale Avenue	Sunnybrook Hospital	352 Sunnybrook Hospital	First Blue Night Trip	Wilson	
352_1_352	352 Lawrence West	Sunnybrook Hospital	Pearson Airport (Terminal 3)	352 Pearson Airport	bypass Lawrence Stn and Lawrence West Stn	Wilson	
352_1_SUKE	352 Lawrence West	Sunnybrook Hospital	Keele Street/Lawrence Ave West	352S Keele 	bypass Lawrence Stn and Lawrence West Stn	Wilson	
352_1_SULW	352 Lawrence West	Sunnybrook Hospital	Lorindale Avenue/Lawrence Ave West	352 Lawrence Stn	Last trip	Wilson	
353_0_353	353 Steeles	York University	Finchdene Square	353 Staines	N/A	Malvern	
353_0_c353	353 Steeles	York University	Finchdene Square	353 Staines	N/A	Malvern	
353_0_FDNW	353 Steeles	Finchdene/Finch Ave East	Newgale/Finchdene	353 York University	First trip	Malvern	
353_1_353	353 Steeles	Finchdene Square	York University	353 York University	N/A	Malvern	
353_1_353c	353 Steeles	Finchdene Square	York University	353 York University	N/A	Malvern	
353_1_NWFD	353 Steeles	Newgale/Finchdene	Finchdene/Finch	353 Staines	Last trip	Malvern	
354_0_354B	354 Lawrence East	Eglinton Station	Starspray Blvd (Starspray Loop)	354 Starspray Blvd	bypasses Lawrence East Stn	Eglinton	
354_1_354B	354 Lawrence East	Starspray Blvd (Starspray Loop)	Eglinton Stn	354 Eglinton Stn	N/A	Eglinton	
354_1_354c	354 Lawrence East	Starspray Blvd (Starspray Loop)	Rouge Hill GO Station	354 Eglinton Stn	then 354d or RH54r	Eglinton	
354_1_354d	354 Lawrence East	Rouge Hill GO Station	Yonge Street	354 Eglinton Stn	bypasses Lawrence East Stn	Eglinton	
363_0_363	363 Ossington	Everden Ave (Eglinton West Stn)	Exhibition Loop	363 Exhibition	N/A	Wilson	
363_1_363	363 Ossington	Exhibition Loop	Everden Ave (Eglinton West Stn)	363 Eglinton West Stn	N/A	Wilson	
363_0_363egca	363 Ossington	Eglinton Avenue West	King Street West/Strachan Avenue	363S Short Turn	N/A	Wilson	
363_0_363A	363 Ossington	Eglinton West Station	Exhibition Loop	363A Exhibition	N/A	Wilson	
363_0_363B	363 Ossington	Eglinton Ave West/Northcliffe	Exhibition Loop	363B Exhibition	N/A	Wilson	
363_1_363B	363 Ossington	Exhibtion Loop	Eglinton Ave West/Northcliffe	363B Eglinton Ave	N/A	Wilson	
363_0_363ca	363 Ossington	Everden Ave (Eglinton West Stn)	King Street West/Strachan Avenue	363S Short Turn	N/A	Wilson	
363_1_ki363	363 Ossington	King Street West/Shaw Street	Everden Ave (Eglinton West Stn)	363 Eglinton West Stn	N/A	Wilson	
363_1_ki363B	363 Ossington	King Street West/Shaw Street	Eglinton Ave West/Northcliffe	363B Eglinton Ave	N/A	Wilson	
365_0_365	365 Parliament	Bloor Street East (Castle Frank Stn)	The Esplanade	365 Esplanade	N/A	Birchmount	
365_1_365	365 Parliament	The Esplanade	Bloor Street East (Castle Frank Stn)	365 Castle Frank Stn	N/A	Birchmount	
384_0_384	384 Sheppard West	Weston Road/Bradstock Road	Beecroft Rd (Sheppard Stn)	384 Sheppard Stn	bypasses Sheppard West Stn	Arrow Rd	
384_1_384	384 Sheppard West	Beecroft Rd (Sheppard Stn)	Weston Road/Bradstock Road	384 Weston Rd	bypasses Sheppard West Stn	Arrow Rd	
384_0_384*	384 Sheppard West	Weston Road/Bradstock Road	Beecroft Rd (Sheppard Stn)	384 Sheppard Stn	bypasses Sheppard West Stn	Arrow Rd	
384_1_384*	384 Sheppard West	Beecroft Rd (Sheppard Stn)	Weston Road/Bradstock Road	384 Weston Rd	bypasses Sheppard West Stn	Arrow Rd	
384_0_WERI	384 Sheppard West	Weston Road/Bradstock Road	Rivalda Rd/Sheppard Ave West	384 Sheppard Stn	Last trip	Arrow Rd	
384_1_RIWE	384 Sheppard West	Rivalda Rd/Sheppard Ave West	Weston Road/Bradstock Road	384 Weston Rd	First trip	Arrow Rd	
385_0_385	385 Sheppard East	Yonge Street/Sheppard	Meadowvale/Sheppard Loop	385 Meadowvale 	N/A	Malvern	
385_1_385	385 Sheppard East	Meadowvale/Sheppard Loop	Yonge Street/Sheppard	385 Sheppard-Yonge Stn	N/A	Malvern	
395_0_395	395 York Mills	Old York Mills Road (York Mills Stn)	Meadowvale/Sheppard Loop	395 Meadowvale and Sheppard	N/A	Malvern	
395_0_SLPM	395 York Mills	Markham Road/Ellesmere Road	Meadowvale/Sheppard Loop	395 Meadowvale and Sheppard	First trip	Malvern	
395_1_395	395 York Mills	Meadowvale/Sheppard Loop	Old York Mills Road (York Mills Stn)	395 York Mills Stn	N/A	Malvern	
395_1_MSLP	395 York Mills	Meadowvale/Sheppard Loop	Markham Road/Ellesmere Road	395S Markham Rd	Last trip	Malvern	
396_0_396	396 Wilson	Steeles/Martin Grove Loop	York Mills Road/Yonge Street	396A York Mills Stn	bypass Wilson Stn	Arrow Rd	
396_1_396	396 Wilson	York Mills Road/Yonge Street	Steeles/Martin Grove Loop	396 Martin Grove and Steeles	bypass Wilson Stn	Arrow Rd	
396_0_396*	396 Wilson	Steeles/Martin Grove Loop	York Mills Road/Yonge Street	396A York Mills Stn	via Wilson Stn	Arrow Rd	
396_1_396*	396 Wilson	York Mills Road/Yonge Street	Steeles/Martin Grove Loop	396 Martin Grove and Steeles	via Wilson Stn	Arrow Rd	
501_0_501	501 Queen	Long Branch Loop	Neville Park Loop	501 Neville Park	N/A	TTC Streetcar (Russell/Leslie)	
501_0_501bus	501 Queen	Long Branch Loop	Neville Park Loop	501 Neville Park	N/A	Eglinton, Queensway	
501_0_501A	501 Queen	Humber Loop	Neville Park Loop	501 Neville Park	N/A	TTC Streetcar (Russell/Leslie)	
501_0_501L	501 Queen	Long Branch Loop	Humber Loop	501 Humber	N/A	TTC Streetcar (Russell/Leslie)	
501_0_501Rbus	501 Queen	River Street	Neville Park Loop	501 Neville Park	N/A	Mount Dennis, Wilson	
501_0_br501bus	501 Queen	Queen/Saulter Street	Neville Park Loop	501 Neville Park	N/A	Wilson	
501_0_CQNE	501 Queen	Connaught/Queen 	Neville Park Loop	501 Neville Park	N/A	TTC Streetcar (Russell/Leslie)	
501_0_HULQ	501 Queen	Humber Loop	Leslie Street/Queen Street East	501S Short Turn	N/A	TTC Streetcar (Russell/Leslie)	
501_0_HUCQ	501 Queen	Humber Loop	Connaught/Queen 	501 Connaught	Last trip	TTC Streetcar (Russell/Leslie)	
